Title,Authors,Link
In vitrogeneration of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(ε-caprolactone) scaffolds,"PK Valonen, FT Moutos, A Kusanagi, M Moretti, BO Diekman, JF Welter, AI Caplan, F Guilak, LE Freed",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/
Chondrogenesis and Mineralization DuringIn VitroCulture of Human Mesenchymal Stem Cells on Three-Dimensional Woven Scaffolds,"Christoffer K Abrahamsson, Fan Yang, Hyoungshin Park, Jonathan M Brunger, Piia K Valonen, Robert Langer, Jean F Welter, Arnold I Caplan, Farshid Guilak, Lisa E Freed",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/
"Correction for Vangay et al., “Microbiome Metadata Standards: Report of the National Microbiome Data Collaborative’s Workshop and Follow-On Activities”","Pajau Vangay, Josephine Burgin, Anjanette Johnston, Kristen L Beck, Daniel C Berrios, Kai Blumberg, Shane Canon, Patrick Chain, John-Marc Chandonia, Danielle Christianson, Sylvain V Costes, Joan Damerow, William D Duncan, Jose Pablo Dundore-Arias, Kjiersten Fagnan, Jonathan M Galazka, Sean M Gibbons, David Hays, Judson Hervey, Bin Hu, Bonnie L Hurwitz, Pankaj Jaiswal, Marcin P Joachimiak, Linda Kinkel, Joshua Ladau, Stanton L Martin, Lee Ann McCue, Kayd Miller, Nigel Mouncey, Chris Mungall, Evangelos Pafilis, T B K Reddy, Lorna Richardson, Simon Roux, Lynn M Schriml, Justin P Shaffer, Jagadish Chandrabose Sundaramurthi, Luke R Thompson, Ruth E Timme, Jie Zheng, Elisha M Wood-Charlson, Emiley A Eloe-Fadrosh",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/
Spaceflight alters host-gut microbiota interactions,"E Gonzalez, M D Lee, B T Tierney, N Lipieta, P Flores, M Mishra, L Beckett, A Finkelstein, A Mo, P Walton, F Karouia, R Barker, R J Jansen, S J Green, S Weging, J Kelliher, N K Singh, D Bezdan, J Galazska, N J B Brereton",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/
Asparagine biosynthesis as a mechanism of increased host lethality induced bySerratia marcescensin simulated microgravity environments,"Rachel Gilbert, Nicole Tanenbaum, Sharmila Bhattacharya",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/
Comparative genomic analysis ofCohnella hashimotonissp. nov. isolated from the International Space Station,"Anna C Simpson, V V Ramprasad Eedara, Nitin K Singh, Namita Damle, Ceth W Parker, Fathi Karouia, Christopher E Mason, Kasthuri Venkateswaran",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/
Characterization of metagenome-assembled genomes from the International Space Station,"Nitin K Singh, Jason M Wood, Jose Patane, Livia Maria Silva Moura, Jonathan Lombardino, João Carlos Setubal, Kasthuri Venkateswaran",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/
Biocontrol in built environments to reduce pathogen exposure and infection risk,"Neil R Gottel, Megan S Hill, Maxwell J Neal, Sarah M Allard, Karsten Zengler, Jack A Gilbert",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/
Release of extracellular purines from plant roots and effect on ion fluxes,"Adeeba Dark, Vadim Demidchik, Siân L Richards, Sergey Shabala, Julia M Davies",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/
Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
"Salt stress-induced Ca2+waves are associated with rapid, long-distance root-to-shoot signaling in plants","Won-Gyu Choi, Masatsugu Toyota, Su-Hwa Kim, Richard Hilleary, Simon Gilroy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/
Mechanosensing antagonizes ethylene signaling to promote root gravitropism in rice,"Han-Qing Wang, Xing-Yu Zhao, Zhong Tang, Xin-Yuan Huang, Peng Wang, Wenhua Zhang, Yunhui Zhang, Sheng Luan, Fang-Jie Zhao",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/
Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsiszigzag1hypocotyls,"Ashley Ann Alvarez, Sang Won Han, Masatsugu Toyota, Carla Brillada, Jiameng Zheng, Simon Gilroy, Marcela Rojas-Pierce",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/
"A ROS-Assisted Calcium Wave Dependent on the AtRBOHD NADPH Oxidase and TPC1 Cation Channel Propagates the Systemic Response to Salt Stress1,[OPEN]","Matthew J Evans, Won-Gyu Choi, Simon Gilroy, Richard J Morris",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/
Vascular Bundles Mediate Systemic Reactive Oxygen Signaling during Light Stress[OPEN],"Sara I Zandalinas, Yosef Fichman, Ron Mittler",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/
Real-timeIn VivoRecording ofArabidopsisCalcium Signals During Insect Feeding Using a Fluorescent Biosensor,"Thomas R Vincent, James Canham, Masatsugu Toyota, Marieta Avramova, Sam T Mugford, Simon Gilroy, Anthony J Miller, Saskia Hogenhout, Dale Sanders",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/
"Orchestrating rapid long-distance signaling in plants with Ca2+, ROS and electrical signals","Won-Gyu Choi, Gad Miller, Ian Wallace, Jeffrey Harper, Ron Mittler, Simon Gilroy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/
"Glutathione triggers leaf-to-leaf, calcium-based plant defense signaling","Rui Li, Yongfang Yang, Hao Lou, Weicheng Wang, Ran Du, Haidong Chen, Xiaoxi Du, Shuai Hu, Guo-Liang Wang, Jianbin Yan, Xiaoyi Shan, Daoxin Xie",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/
Test ofArabidopsisSpace Transcriptome: A Discovery Environment to Explore Multiple Plant Biology Spaceflight Experiments,"Richard Barker, Jonathan Lombardino, Kai Rasmussen, Simon Gilroy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/
Tonoplast-localized Ca2+pumps regulate Ca2+signals during pattern-triggered immunity inArabidopsis thaliana,"Richard Hilleary, Julio Paez-Valencia, Cullen Vens, Masatsugu Toyota, Michael Palmgren, Simon Gilroy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/
The fast and the furious: rapid long-range signaling in plants,"Sarah Johns, Takuma Hagihara, Masatsugu Toyota, Simon Gilroy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/
Rad-Bio-App: a discovery environment for biologists to explore spaceflight-related radiation exposures,"Richard Barker, Sylvain V Costes, Jack Miller, Samrawit G Gebre, Jonathan Lombardino, Simon Gilroy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses,"Jian Yang, Iny Elizebeth Mathew, Hormat Rhein, Richard Barker, Qi Guo, Luca Brunello, Elena Loreti, Bronwyn J Barkla, Simon Gilroy, Pierdomenico Perata, Kendal D Hirschi",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,"Richard Barker, Colin P S Kruse, Christina Johnson, Amanda Saravia-Butler, Homer Fogle, Hyun-Seok Chang, Ralph Møller Trane, Noah Kinscherf, Alicia Villacampa, Aránzazu Manzano, Raúl Herranz, Laurence B Davin, Norman G Lewis, Imara Perera, Chris Wolverton, Parul Gupta, Pankaj Jaiswal, Sigrid S Reinsch, Sarah Wyatt, Simon Gilroy",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/
"Low-Dose, Ionizing Radiation and Age-Related Changes in Skeletal Microarchitecture","Joshua S Alwood, Akhilesh Kumar, Luan H Tran, Angela Wang, Charles L Limoli, Ruth K Globus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,"Joshua S Alwood, Mohammad Shahnazari, Betsabel Chicana, AS Schreurs, Akhilesh Kumar, Alana Bartolini, Yasaman Shirazi-Fard, Ruth K Globus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/
Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,"Sungshin Choi, Hami E Ray, San-Huei Lai, Joshua S Alwood, Ruth K Globus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/
Single-cell RNA sequencing of the carotid artery and femoral artery of rats exposed to hindlimb unloading,"Chengfei Li, Yikai Pan, Yuan Wang, Xi Li, Yateng Tie, Shuhan Li, Ruonan Wang, Xingcheng Zhao, Jieyi Fan, Xianchun Yan, Yongchun Wang, Xiqing Sun",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/
Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,"Candice G T Tahimic, Ruth K Globus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/
Influence of Social Isolation During Prolonged Simulated Weightlessness by Hindlimb Unloading,"Candice G T Tahimic, Amber M Paul, Ann-Sofie Schreurs, Samantha M Torres, Linda Rubinstein, Sonette Steczina, Moniece Lowe, Sharmila Bhattacharya, Joshua S Alwood, April E Ronca, Ruth K Globus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/
Validation of a New Rodent Experimental System to Investigate Consequences of Long Duration Space Habitation,"Sungshin Y Choi, Amanda Saravia-Butler, Yasaman Shirazi-Fard, Dennis Leveson-Gower, Louis S Stodieck, Samuel M Cadena, Janet Beegle, Stephanie Solis, April Ronca, Ruth K Globus",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/
The role of alterations in mitochondrial dynamics and PGC-1α over-expression in fast muscle atrophy following hindlimb unloading,"Jessica Cannavino, Lorenza Brocca, Marco Sandri, Bruno Grassi, Roberto Bottinelli, Maria Antonietta Pellegrino",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/
Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation,"Linda Rubinstein, Ann-Sofie Schreurs, Samantha M Torres, Sonette Steczina, Moniece G Lowe, Frederico Kiffer, Antiño R Allen, April E Ronca, Marianne B Sowa, Ruth K Globus, Candice G T Tahimic",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/
An extensive allelic series ofDrosophila kae1mutants reveals diverse and tissue-specific requirements for t6A biogenesis,"Ching-Jung Lin, Peter Smibert, Xiaoyu Zhao, Jennifer F Hu, Johnny Ramroop, Stefanie M Kellner, Matthew A Benton, Shubha Govind, Peter C Dedon, Rolf Sternglanz, Eric C Lai",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/
"Novel organelles with elements of bacterial and eukaryotic secretion
systems weaponize parasites ofDrosophila","Mary Heavner, Johnny Ramroop, Gwenaelle Gueguen, Girish Ramrattan, Georgia Dolios, Michael Scarpati, Jonathan Kwiat, Sharmila Bhattacharya, Rong Wang, Shaneen Singh, Shubha Govind",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/
A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway inDrosophila melanogaster,"Michael Scarpati, Yan Qi, Shubha Govind, Shaneen Singh",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/
Immune Suppressive Extracellular Vesicle Proteins ofLeptopilina heterotomaAre Encoded in the Wasp Genome,"Brian Wey, Mary Ellen Heavner, Kameron T Wittmeyer, Thomas Briese, Keith R Hopper, Shubha Govind",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/
Spaceflight and simulated microgravity conditions increase virulence ofSerratia marcescensin theDrosophila melanogasterinfection model,"Rachel Gilbert, Medaya Torres, Rachel Clemens, Shannon Hateley, Ravikumar Hosamani, William Wade, Sharmila Bhattacharya",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/
A parasitoid wasp ofDrosophilaemploys preemptive and reactive strategies to deplete its host’s blood cells,"Johnny R Ramroop, Mary Ellen Heavner, Zubaidul H Razzak, Shubha Govind",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/
In Silico Analysis of aDrosophilaParasitoid Venom Peptide Reveals Prevalence of the Cation–Polar–Cation Clip Motif in Knottin Proteins,"Joseph Arguelles, Jenny Lee, Lady V Cardenas, Shubha Govind, Shaneen Singh",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/
Drosophilaparasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,"Jennifer Chou, Johnny R Ramroop, Amanda M Saravia-Butler, Brian Wey, Matthew P Lera, Medaya L Torres, Mary Ellen Heavner, Janani Iyer, Siddhita D Mhatre, Sharmila Bhattacharya, Shubha Govind",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/
Drosophilaparasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,"Jennifer Chou, Johnny R Ramroop, Amanda M Saravia-Butler, Brian Wey, Matthew P Lera, Medaya L Torres, Mary Ellen Heavner, Janani Iyer, Siddhita D Mhatre, Sharmila Bhattacharya, Shubha Govind",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/
Simultaneous Exposure of Cultured Human Lymphoblastic Cells to Simulated Microgravity and Radiation Increases Chromosome Aberrations,"Sakuya Yamanouchi, Jordan Rhone, Jian-Hua Mao, Keigi Fujiwara, Premkumar B Saganti, Akihisa Takahashi, Megumi Hada",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/
Genes Required for Survival in Microgravity Revealed by Genome-Wide Yeast Deletion Collections Cultured during Spaceflight,"Corey Nislow, Anna Y Lee, Patricia L Allen, Guri Giaever, Andrew Smith, Marinella Gebbia, Louis S Stodieck, Jeffrey S Hammond, Holly H Birdsall, Timothy G Hammond",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,"Timothy G Hammond, Patricia L Allen, Margaret A Gunter, Jennifer Chiang, Guri Giaever, Corey Nislow, Holly H Birdsall",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/
Effects of Space Flight on Mouse Liver versus Kidney: Gene Pathway Analyses,"Timothy G Hammond, Patricia L Allen, Holly H Birdsall",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/
Cryptococcus albidusmeningitis: A case report and literature review,"Genzhu Wang, Hang Liu, Xiaoying Wang, Zhongdong Li",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/
Behavioral and multiomics analysis of 3D clinostat simulated microgravity effect in mice focusing on the central nervous system,"Li Zhou, Chenchen Song, Hu Yang, Lianlian Zhao, Xianglei Li, Xiuping Sun, Kai Gao, Jianguo Guo",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/
Three-Dimensional Kidney-on-a-Chip Assessment of Contrast-Induced Kidney Injury: Osmolality and Viscosity,"Kipyo Kim, Beomgyun Jeong, Yun-Mi Lee, Hyung-Eun Son, Ji-Young Ryu, Seokwoo Park, Jong Cheol Jeong, Ho Jun Chin, Sejoong Kim",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/
"The Effect of Different Concentrations of Epinephrine in Otoendoscopic Surgery on Surgical Field Clarity: A Double-Blind, Randomized Study","Wenying Shu, Tingting Jin, Jinya Shi, Jingjie Li, Zhaoyan Wang",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/
From the international space station to the clinic: how prolonged unloading may disrupt lumbar spine stability,"Jeannie F Bailey, Stephanie L Miller, Kristine Khieu, Conor W O’Neill, Robert M Healey, Dezba G Coughlin, Jojo V Sayson, Douglas G Chang, Alan R Hargens, Jeffrey C Lotz",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/
Fifteen Days Microgravity Causes Growth in Calvaria of Mice,"Bing Zhang, Esther Cory, Roshmi Bhattacharya, Robert Sah, Alan R Hargens",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/
Altered Disc Compression in Children with Idiopathic Low Back Pain: An Upright MRI Backpack Study,"Stephen J Shymon, Burt Yaszay, Jerry R Dwek, James A Proudfoot, Michael Donohue, Alan R Hargens",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/
Spaceflight-Induced Bone Loss Alters Failure Mode and Reduces Bending Strength in Murine Spinal Segments,"Britta Berg-Johansen, Ellen C Liebenberg, Alfred Li, Brandon R Macias, Alan R Hargens, Jeffrey C Lotz",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/
Spaceflight-Associated Vascular Remodeling and Gene Expression in Mouse Calvaria,"Jamila H Siamwala, Brandon R Macias, Robert Healey, Brett Bennett, Alan R Hargens",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/
"Exposure ofMycobacterium marinumto low-shear modeled microgravity: effect on growth, the transcriptome and survival under stress","Camille F Abshire, Kanchanjunga Prasai, Israel Soto, Runhua Shi, Monica Concha, Melody Baddoo, Erik K Flemington, Don G Ennis, Rona S Scott, Lynn Harrison",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/
Effects of mechanostimulation on gravitropism and signal persistence in flax roots,"Susan P John, Karl H Hasenstein",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/
Amelioration of the physio-biochemical responses to salinity stress and computing the primary germination index components in cauliflower on seed priming,"Tripti Gour, Anukriti Sharma, Ratan Lal, Monika Heikrujam, Anshul Gupta, Lokesh Kumar Agarwal, Siva PK Chetri, Rajesh Kumar, Kuldeep Sharma",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/
"Desiccation Mitigates Heat Stress in the Resurrection Fern,Pleopeltis polypodioides","Susan P John, Karl H Hasenstein",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/
Transcription Profile of Auxin Related Genes during Positively Gravitropic Hypocotyl Curvature ofBrassica rapa,"Chitra Ajala, Karl H Hasenstein",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/
High-gradient magnetic fields and starch metabolism: results from a space experiment,"K H Hasenstein, M R Park, S P John, C Ajala",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/
Lipid Rafts and Plant Gravisensitivity,"Elizabeth L Kordyum, Olga A Artemenko, Karl H Hasenstein",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/
MscS-Like10 is a stretch-activated ion channel fromArabidopsis thalianawith a preference for anions,"Grigory Maksaev, Elizabeth S Haswell",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/
The signaling lipid sphingosine 1-phosphate regulates mechanical pain,"Rose Z Hill, Benjamin U Hoffman, Takeshi Morita, Stephanie M Campos, Ellen A Lumpkin, Rachel B Brem, Diana M Bautista",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,"Grigory Maksaev, Elizabeth S Haswell",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/
The ongoing search for the molecular basis of plant osmosensing,"Elizabeth S Haswell, Paul E Verslues",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/
Plastid osmotic stress influences cell differentiation at the plant shoot apex,"Margaret E Wilson, Matthew Mixdorf, R Howard Berg, Elizabeth S Haswell",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/
Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle,"David R Sultemeier, Kristel R Choy, Felix E Schweizer, Larry F Hoffman",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,"Carlos Luna, Alvin G Yew, Adam H Hsieh",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization","Millie Hughes-Fulford, Chai-Fei Li",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/
"Nutritional supplements,COX-2andIGF-1expression in men on active surveillance for prostate cancer","June M Chan, Vivian Weinberg, Mark J Magbanua, Eduardo Sosa, Jeffry Simko, Katsuto Shinohara, Scot Federman, Mike Mattie, Millie Hughes-Fulford, Christopher Haqq, Peter R Carroll",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/
To infinity … and beyond! Human spaceflight and life science,Millie Hughes-Fulford,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/
Over-activation of iNKT cells aggravate lung injury in bronchopulmonary dysplasia mice,"Ming-Yan Wang, Meng-Xu Yi, Xing-Yu Mo, Shan-Jie Wei, Yu Qiao, Zheng Zhang, Zhao-Liang Su, Hong-Yan Lu",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/
"Effects of Gravitational Mechanical Unloading in Endothelial Cells: Association between Caveolins, Inflammation and Adhesion Molecules","S Marlene Grenon, Marion Jeanne, Jesus Aguado-Zuniga, Michael S Conte, Millie Hughes-Fulford",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/
Fish Oil Increases Specialized Pro-resolving Lipid Mediators in PAD (The OMEGA-PAD II Trial),"Joel L Ramirez, Warren J Gasper, Sukaynah A Khetani, Greg J Zahner, Nancy K Hills, Pete T Mitchell, Brian E Sansbury, Michael S Conte, Matthew Spite, S Marlene Grenon",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,"Tammy T Chang, Millie Hughes-Fulford",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/
Spaceflight alters expression of microRNA during T-cell activation,"Millie Hughes-Fulford, Tammy T Chang, Emily M Martinez, Chai-Fei Li",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/
Spaceflight impairs antigen-specific tolerance inductionin vivoand increases inflammatory cytokines,"Tammy T Chang, Sandra M Spurlock, Tara Lynne T Candelario, S Marlene Grenon, Millie Hughes-Fulford",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/
From Cellular Mechanotransduction to Biologically Inspired Engineering,Donald E Ingber,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,"Aram Avila-Herrera, James Thissen, Camilla Urbaniak, Nicholas A Be, David J Smith, Fathi Karouia, Satish Mehta, Kasthuri Venkateswaran, Crystal Jaing",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/
Sierra Nevada sweep: metagenomic measurements of bioaerosols vertically distributed across the troposphere,"Crystal Jaing, James Thissen, Michael Morrison, Michael B Dillon, Samantha M Waters, Garrett T Graham, Nicholas A Be, Patrick Nicoll, Sonali Verma, Tristan Caro, David J Smith",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,"Anna C Simpson, Camilla Urbaniak, John R Bateh, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Jos Houbraken, Christopher E Mason, Kasthuri Venkateswaran",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/
"Microbial Tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station","Camilla Urbaniak, Michael D Morrison, James B Thissen, Fathi Karouia, David J Smith, Satish Mehta, Crystal Jaing, Kasthuri Venkateswaran",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,"Vidya Manian, Jairo Orozco-Sandoval, Victor Diaz-Martinez, Heeralal Janwa, Carlos Agrinsoni",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,"Nailil Husna, Tatsuya Aiba, Shin-Ichiro Fujita, Yoshika Saito, Dai Shiba, Takashi Kudo, Satoru Takahashi, Satoshi Furukawa, Masafumi Muratani",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/
Increasing the Number of Unloading/Reambulation Cycles does not Adversely Impact Body Composition and Lumbar Bone Mineral Density but Reduces Tissue Sensitivity,"Shikha Gupta, Sarah L Manske, Stefan Judex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/
Bone shaft bending strength index is unaffected by exercise and unloading in mice,"Ian J Wallace, Shikha Gupta, Jeyantt Sankaran, Brigitte Demes, Stefan Judex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/
Focal enhancement of the skeleton to exercise correlates with responsivity of bone marrow mesenchymal stem cells rather than peak external forces,"Ian J Wallace, Gabriel M Pagnotti, Jasper Rubin-Sigler, Matthew Naeher, Lynn E Copes, Stefan Judex, Clinton T Rubin, Brigitte Demes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/
"Cytoskeletal Configuration Modulates Mechanically Induced Changes in Mesenchymal Stem Cell Osteogenesis, Morphology, and Stiffness","Suphannee Pongkitwitoon, Gunes Uzer, Janet Rubin, Stefan Judex",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/
Genetic and tissue level muscle-bone interactions during unloading and reambulation,"S Judex, W Zhang, LR Donahue, E Ozcivici",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/
Osteocyte Apoptosis Caused by Hindlimb Unloading is Required to Trigger Osteocyte RANKL Production and Subsequent Resorption of Cortical and Trabecular Bone in Mice Femurs,"Pamela Cabahug-Zuckerman, Dorra Frikha-Benayed, Robert J Majeska, Alyssa Tuthill, Shoshana Yakar, Stefan Judex, Mitchell B Schaffler",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/
Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,"Cassandra M Juran, Justina Zvirblyte, Eduardo AC Almeida",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/
Macrophages inhibitAspergillus fumigatusgermination and neutrophil-mediated fungal killing,"Emily E Rosowski, Nicholas Raffa, Benjamin P Knox, Netta Golenberg, Nancy P Keller, Anna Huttenlocher",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/
Contributions of Spore Secondary Metabolites to UV-C Protection and Virulence Vary in DifferentAspergillus fumigatusStrains,"Adriana Blachowicz, Nicholas Raffa, Jin Woo Bok, Tsokyi Choera, Benjamin Knox, Fang Yun Lim, Anna Huttenlocher, Clay C C Wang, Kasthuri Venkateswaran, Nancy P Keller",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/
Regulation of Hemocytes inDrosophilaRequiresdappledCytochrome b5,"Kurt Kleinhesselink, Corinna Conway, David Sholer, Irvin Huang, Deborah A Kimbrell",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/
A novel blue-light phototropic response is revealed in roots ofArabidopsis thalianain microgravity,"Joshua P Vandenbrink, Raul Herranz, F Javier Medina, Richard E Edelmann, John Z Kiss",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/
Recent transcriptomic studies to elucidate the plant adaptive response to spaceflight and to simulated space environments,"Aránzazu Manzano, Eugénie Carnero-Diaz, Raúl Herranz, F Javier Medina",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/
